Rating|id|Short-Info|Purpose|More-Info
1|1||solvent|https://www.ewg.org/skindeep/ingredients/706945-WATER/
8|2|"The word ""fragrance"" or ""parfum"" on the product label represents an undisclosed mixture of various scent chemicals and ingredients used as fragrance dispersants such as diethyl phthalate. Fragrance mixes have been associated with allergies, dermatitis, respiratory distress and potential effects on the reproductive system."|deodorant, masking, and perfuming|https://www.ewg.org/skindeep/ingredients/702512-FRAGRANCE/
1.5|3|Glycerin (also called glycerol) is a naturally occurring alcohol compound and a component of many lipids. Glycerin may be of animal or vegetable origin. This ingredient is listed in the PETA's Caring Consumer guide as a byproduct of soap manufacture which typically uses animal fat.|denaturant, fragrance ingredient, hair conditioning agent, humectant, oral care agent;oral health care drug, skin-conditioning agent - humectant, skin protectant, viscosity decreasing agent, perfuming, and solvent|https://www.ewg.org/skindeep/ingredients/702620-GLYCERIN/
2|4|Iron oxides are inorganic chemicals used as colorants.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/706410-IRON_OXIDES/
2.0|5|Titanium dioxide is an inorganic compound used in a range of body care products such as sunscreens and makeup. It appears to have low skin penetration but inhalation is a concern.|colorant, opacifying agent, sunscreen agent, and ultraviolet light absorber|https://www.ewg.org/skindeep/ingredients/706561-TITANIUM_DIOXIDE/
3.0|6|Phenoxyethanol is a preservative used in cosmetics and personal care products.|fragrance ingredient and preservative|https://www.ewg.org/skindeep/ingredients/704811-PHENOXYETHANOL/
2|7|Mica is a type of highly brittle silicate minerals with diverse chemical composition; typically used as a colorant.|colorant and opacifying|https://www.ewg.org/skindeep/ingredients/703949-MICA/
2.5|8|Tocopheryl acetate is a chemical compound that consists of acetic acid and tocopherol (vitamin E)|antioxidant, skin-conditioning agent - miscellaneous, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706569-TOCOPHERYL_ACETATE/
1|9|Tocopherols are a class of naturally occurring chemical compounds related to Vitamin E|antioxidant, fragrance ingredient, skin-conditioning agent - miscellaneous;skin-conditioning agent - occlusive, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706564-TOCOPHEROL/
2.0|10|Dimethicone (also called polymethylsiloxane) is a silicon-based polymer used as a lubricant and conditioning agent.|antifoaming agent, skin-conditioning agent - occlusive, skin protectant, antifoaming, emollient, skin conditioning, and skin protecting|https://www.ewg.org/skindeep/ingredients/702011-DIMETHICONE/
1.5|11|Citric acid is an alpha hydroxy acid used in personal care products to adjust the acidity or promote skin peeling and re-growth in the case of anti-aging products. Citric acid is naturally found in citric fruits and juices, providing the characteristic acidic taste. |chelating agent, fragrance ingredient, ph adjuster, buffering, chelating, and masking|https://www.ewg.org/skindeep/ingredients/701385-CITRIC_ACID/
1.5|12|Silica is the most common constituent of sand. Fine silica, typically used in industrial applications and inhaled by workers, is associated with a wide range of disorders, particularly affecting the lungs and respiratory system. In cosmetics for skin use, regular sand presents little, if any risk to people. In contrast, for products that might be inhaled (such as a facial powder), silica particles are finely ground down and may be associated with respiratory toxicity.|abrasive, absorbent, anticaking agent, bulking agent, opacifying agent, suspending agent- nonsurfactant, anticaking, and opacifying|https://www.ewg.org/skindeep/ingredients/705911-SILICA_AMORPHOUS/
1|13|Shea butter is a vegetable fat obtained from the fruit of a tree native to Africa, Butyrospermum parkii. Shea butter is primarily composed of fatty acids such as stearic and oleic acids.|skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, viscosityincreasing agent - nonaqueous, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/700875-BUTYROSPERMUM_PARKII_SHEA_BUTTER/
3.5|14|Methylparaben is in the paraben family of preservatives used by the food, pharmaceutical, and personal care product industries. Parabens mimic estrogen and can act as potential hormone (endocrine) system disruptors.|fragrance ingredient and preservative|https://www.ewg.org/skindeep/ingredients/703937-METHYLPARABEN/
1|15|Panthenol is a form of vitamin B5, used as a moisturizer and lubricating compound. This ingredient is listed in the PETA's Caring Consumer guide as a substance that can be of either animal or plant origin.|hair conditioning agent, antistatic, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/704436-PANTHENOL/
1|16|EDTA (ethylenediaminetetraacetic acid) is a chelating agent, used to sequester and decrease the reactivity of metal ions that may be present in a product.|chelating agent, chelating, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/702146-DISODIUM_EDTA/
1|17|Beeswax is the purified wax from the honeycomb of the bee, Apis mellifera. This ingredient is listed in the PETA's Caring Consumer guide as a substance of animal origin.|binder, emulsion stabilizer, epilating agent, fragrance ingredient, skin-conditioning agent -miscellaneous, surfactant - emulsifying agent, viscosity increasing agent - nonaqueous, emollient, emulsifying, film forming, and perfuming|https://www.ewg.org/skindeep/ingredients/700643-BEESWAX/
1|18|Caprylic/Capric Triglyceride is a mixed triester of glycerin and caprylic and capric acids.|fragrance ingredient and skin-conditioning agent - occlusive|https://www.ewg.org/skindeep/ingredients/701056-CAPRYLIC_CAPRIC_TRIGLYCERIDE/
1|19|Xanthan gum is a polysaccharide, a sugar-based polymer produced by bacteria; it is used as a viscosity agent in personal care products and foods.|binder, emulsion stabilizer, skin-conditioning agent - miscellaneous, surfactant -emulsifying agent, viscosity increasing agent - aqueous, binding, emulsifying, emulsion stabilising, gel forming, skin conditioning, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706998-XANTHAN_GUM/
1|20|Caprylyl glycol (1,2-octanediol) is used as a skin conditioning agent; has some antimicrobial activity.|hair conditioning agent, skin-conditioning agent - emollient, emollient, hair conditioning, humectant, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701067-CAPRYLYL_GLYCOL/
5.0|21|Propylparaben is in the paraben family of preservatives used by the food, pharmaceutical, and personal care product industries. Parabens mimic estrogen and can act as potential hormone (endocrine) system disruptors.|fragrance ingredient, preservative, and perfuming|https://www.ewg.org/skindeep/ingredients/705335-PROPYLPARABEN/
1|22|Cetearyl Alcohol is a mixture of cetyl and stearyl alcohols that can come from vegetable or synthetic sources.|emulsion stabilizer, opacifying agent, surfactant - foam booster, viscosity increasingagent - aqueous, viscosity increasing agent - nonaqueous, emollient, emulsifying, emulsion stabilising, foam boosting, opacifying, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/701236-CETEARYL_ALCOHOL/
2.5|23|Propylene glycol is a small organic alcohol commonly used as a skin conditioning agent. It has been associated with irritant and allergic contact dermatitis as well as contact urticaria in humans; these sensitization effects can be manifested at propylene glycol concentrations as low as 2%.|fragrance ingredient, humectant, skin-conditioning agent - humectant, skin-conditioningagent - miscellaneous, solvent, viscosity decreasing agent, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/705315-PROPYLENE_GLYCOL/
3|24|Linalool is a terpene.|fragrance ingredient, deodorant, and masking|https://www.ewg.org/skindeep/ingredients/703568-LINALOOL/
1|25|Sodium Chloride is an inorganic salt (also called table salt).|flavoring agent, oral care agent, and viscosity increasing agent - aqueous|https://www.ewg.org/skindeep/ingredients/706025-SODIUM_CHLORIDE/
2.0|26|Aloe vera juice is produced from the succulent leaves of the aloe plant, Aloe barbadensis.||https://www.ewg.org/skindeep/ingredients/700271-ALOE_BARBADENSIS_ALOE_VERA_LEAF_JUICE/
1|27|Jojoba oil is extracted from seeds of the desert shrub, Simmondsia chinensis, native to California, Arizona and Mexico.|hair conditioning agent, skin-conditioning agent - occlusive, emollient, hair conditioning, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/705966-SIMMONDSIA_CHINENSIS_JOJOBA_SEED_OIL/
4.5|28|Limonene is a scent ingredient and solvent naturally ocurring in the rind of citrus fruit. Upon storage and exposure to sunlight and air, limonene degrades to various oxidation products which act as skin and respiratory irritants and sensitizers.|perfuming|https://www.ewg.org/skindeep/ingredients/702113-LIMONENE/
1|29|Sunflower oil is extracted from the seeds of the sunflower, Helianthus annuus.|skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, and emollient|https://www.ewg.org/skindeep/ingredients/702804-HELIANTHUS_ANNUUS_SUNFLOWER_OIL/
1|30|Butylene glycol (1.3-Butanediol) is a small organic alcohol used as solvent and conditioning agent.|fragrance ingredient, skin-conditioning agent - miscellaneous, solvent, viscositydecreasing agent, humectant, masking, skin conditioning, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/700861-BUTYLENE_GLYCOL/
3|31|Cyclopentasiloxane (cyclomethicone) is a silicon-based cyclic compound; may be associated with environmental toxicity.|hair conditioning agent, skin-conditioning agent - emollient, solvent, emollient, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701741-CYCLOPENTASILOXANE/
1|32|Carmine is a red pigment/dye derived from insects native to South America and Mexico that live as parasites on cactus plants. Used as a colorant in food, cosmetics and textiles. Has been associated with severe allergic reactions. This ingredient is listed in the PETA's Caring Consumer guide as a substance of animal origin.|colorant and fragrance ingredient|https://www.ewg.org/skindeep/ingredients/701120-CARMINE/
1|33|Coconut oil is extracted from the kernels of the seeds of coconot palm, Cocos nucifera.|fragrance ingredient, hair conditioning agent, skin-conditioning agent - miscellaneous;skin-conditioning agent - occlusive, emollient, hair conditioning, masking, skin conditioning, and solvent|https://www.ewg.org/skindeep/ingredients/701566-COCOS_NUCIFERA_COCONUT_OIL/
1|34|Cetyl alcohol is a long chain organic alcohol; according to the PETA's Caring Consumer guide, this ingredient can be of either animal or plant origin.|emulsion stabilizer, fragrance ingredient, opacifying agent, surfactant - emulsifying agent;surfactant - foam booster, viscosity increasing agent - aqueous, viscosity increasing agent -nonaqueous, emollient, emulsifying, emulsion stabilising, foam boosting, masking, opacifying, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/701263-CETYL_ALCOHOL/
2.0|35|Ultramarine (CI 77007 colorant) is a mineral-derived blue pigment composed of sodium, aluminum, silicate and sulfate; may be produced synthetically.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/706769-ULTRAMARINES/
2|36|Ethylhexylglycerin is a glyceryl ether used as a weak preservative and skin conditioning agent.|deodorant agent, skin-conditioning agent - miscellaneous, and skin conditioning|https://www.ewg.org/skindeep/ingredients/702352-ETHYLHEXYLGLYCERIN/
2|37|Potassium sorbate is a potassium salt of sorbic acid, a naturally occuringantimicrobial compound; used as a preservative|fragrance ingredient and preservative|https://www.ewg.org/skindeep/ingredients/705225-POTASSIUM_SORBATE/
1|38|Glyceryl stearate is composed of naturally occuring lipid ingredients glycerol and stearic acid.|fragrance ingredient, skin-conditioning agent - emollient, surfactant - emulsifying agent, emollient, and emulsifying|https://www.ewg.org/skindeep/ingredients/702648-GLYCERYL_MONOSTEARATE/
1|39|In industrial production of colorants, &quot;lake&quot; is a term used for pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Some of the lake dyes may be derived from naturally occurring plant or animal ingredients but the vast majority of lakes is synthetically produced from coal tar or petroleum.|colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/702409-FDC_BLUE_1_ALUMINUM_LAKE/
2.0|40|Sodium benzoate is a preservative commonly used in foods, pharmaceuticals and cosmetics.|fragrance ingredient, preservative, anticorrosive, and masking|https://www.ewg.org/skindeep/ingredients/705989-SODIUM_BENZOATE/
4|41|Benzyl alcohol is a naturally ocurring and synthetic ingredient used as solvent and preservative; has been associated with contact allergy.|external analgesic, fragrance ingredient, oral health care drug, preservative, solvent;viscosity decreasing agent, masking, and solvent|https://www.ewg.org/skindeep/ingredients/700697-BENZYL_ALCOHOL/
1|42|Stearic acid is a naturally occurring fatty acid. It is listed in the PETA's Caring Consumer guide as a substance of animal origin, since stearic acid is primarily derived from rendered fat of farm and domestic animals.|fragrance ingredient, surfactant - cleansing agent, surfactant - emulsifying agentsurfactant-cleansing agent is included as a function for the soap form of stearic acid., cleansing, emulsifying, emulsion stabilising, masking, refatting, and surfactant|https://www.ewg.org/skindeep/ingredients/706311-STEARIC_ACID/
6.5|43|Talc is a powdered native, hydrous magnesium silicate sometimes containing a small portion of aluminum silicate. Talc can be contaminated with asbestos fibers, posing risks for respiratory toxicity and cancer. Studies by the National Toxicology Panel demonstrated that cosmetic-grade talc free of asbestos is a form of magnesium silicate that also can be toxic and carcinogenic.|abrasive, absorbent, anticaking agent, bulking agent, opacifying agent, skin protectant;slip modifier, anticaking, bulking, opacifying, and skin protecting|https://www.ewg.org/skindeep/ingredients/706427-TALC/
2.5|44|In industrial production of colorants, &quot;lake&quot; is a term used for pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Some of the lake dyes may be derived from naturally occurring plant or animal ingredients but the vast majority of lakes is synthetically produced from coal tar or petroleum.||https://www.ewg.org/skindeep/ingredients/701826-DC_RED_7_LAKE/
1|45|In industrial production of colorants, the term &quot;lake&quot; is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.|colorant|https://www.ewg.org/skindeep/ingredients/701837-DC_YELLOW_5_ALUMINUM_LAKE/
3|46|Butylated hydroxytoluene (BHT) is a toluene-based ingredient used as a preservative in food and personal care products.|antioxidant, fragrance ingredient, and masking|https://www.ewg.org/skindeep/ingredients/700741-BHT/
1|47|Carnauba wax is extracted from the leaves of the carnauba palm, Copernicia cerifera, a plant native to Brazil. |epilating agent and depilatory|https://www.ewg.org/skindeep/ingredients/701122-COPERNICIA_CERIFERA_CARNAUBA_WAX/
1|48|Polyethylene is a polymer of ethylene monomers; may contain potentially toxic manufacturing contaminants such as 1,4-dioxane.|abrasive, adhesive, binder, bulking agent, emulsion stabilizer, film former, oral careagent, viscosity increasing agent - nonaqueous, film forming, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/704981-POLYETHYLENE/
3.5|49|Cocamidopropyl betaine is a surfactant; it has been associated with irritation and allergic contact dermatitis, reactions that could be due to the ingredient itself or to impurities present in it, such as 3-dimethylaminopropylamine.|antistatic agent, hair conditioning agent, skin-conditioning agent - miscellaneous;surfactant - cleansing agent, surfactant - foam booster, viscosity increasing agent - aqueous, antistatic, cleansing, foam boosting, hair conditioning, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/701520-COCAMIDOPROPYL_BETAINE/
5.5|50|Methylisothiazolinone is a widely-used preservative; has been associated with allergic reactions. Lab studies on the brain cells of mammals also suggest that methylisothiazolinone may be neurotoxic.|preservative|https://www.ewg.org/skindeep/ingredients/703935-METHYLISOTHIAZOLINONE/
1|51|Manganese violet is an inorganic salt ammonium manganese pyrophosphate used as a colorant.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/703741-MANGANESE_VIOLET/
2|52|Castor Oil is extracted from the seeds of Ricinus communis, a castor oil plant.|fragrance ingredient, skin-conditioning agent - occlusive, emollient, masking, moisturising, skin conditioning, smoothing, and solvent|https://www.ewg.org/skindeep/ingredients/701158-CASTOR_OIL/
1|53|Bismuth oxychloride is a naturally ocurring mineral used as a makeup colorant that provides an iridescent (shiny) effect.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/700778-BISMUTH_OXYCHLORIDE/
2|54|Tin oxide is an inorganic oxide that is naturally found in mineral form.|abrasive, bulking agent, opacifying agent, bulking, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706558-TIN_OXIDE/
1|55|Olive oil is extracted from the reipe fruit of olive tree, Olea europaea.|fragrance ingredient, skin-conditioning agent - occlusive, and perfuming|https://www.ewg.org/skindeep/ingredients/704252-OLEA_EUROPAEA_OLIVE_OIL/
1|56|Candelilla wax is extracted from Euphorbia cerifera, a shrub native to Mexico.|cosmetic astringent, emulsion stabilizer, film former, fragrance ingredient;skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, viscosity increasing agent- nonaqueous, emollient, and film forming|https://www.ewg.org/skindeep/ingredients/701042-EUPHORBIA_CERIFERA_CANDELILLA_WAX/
2.5|57|Sodium Hydroxide is a highly caustic and reactive inorganic base.|denaturant, ph adjuster, and buffering|https://www.ewg.org/skindeep/ingredients/706075-SODIUM_HYDROXIDE/
2|58|EDTA (ethylenediaminetetraacetic acid) is a chelating agent, used to sequester and decrease the reactivity of metal ions that may be present in a product.|chelating agent and chelating|https://www.ewg.org/skindeep/ingredients/706510-TETRASODIUM_EDTA/
1|59|Ethylhexyl Palmitate is an ester of 2-ethylhexyl alcohol and palmitic acid.|fragrance ingredient, skin-conditioning agent - emollient, emollient, and perfuming|https://www.ewg.org/skindeep/ingredients/702348-ETHYLHEXYL_PALMITATE/
1|60|Ascorbyl Palmitate is a compound composed of of Ascorbic Acid (Vitamin C) and palmitic acid, a naturally occurring fatty acid.|antioxidant, fragrance ingredient, and masking|https://www.ewg.org/skindeep/ingredients/700555-ASCORBYL_PALMITATE_VITAMIN_C_PALMITATE/
1|61|Carbomer is a large polymeric chemical composed of acrylic acid monomers.|emulsion stabilizer, viscosity increasing agent - aqueous, emulsion stabilising, gel forming, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/701088-CARBOMER/
2|62|Isopropyl alcohol is a common solvent.|antifoaming agent, fragrance ingredient, solvent, viscosity decreasing agent, antifoaming, perfuming, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/703198-ISOPROPYL_ALCOHOL/
3|63|Geraniol is a naturally occurring scent ingredient found in various essential oils such as rose oil and citronella oil.|fragrance ingredient, masking, and tonic|https://www.ewg.org/skindeep/ingredients/702568-GERANIOL/
1|64|Cocoa Butter is extracted from the roasted seeds of Theobroma cacao, a tree native to the Americas. |fragrance ingredient, skin-conditioning agent - occlusive, skin protectant, emollient, masking, skin conditioning, and skin protecting|https://www.ewg.org/skindeep/ingredients/706517-THEOBROMA_CACAO_COCOA_SEED_BUTTER/
1|65|A synthetic mineral based on fluorine, aluminum and silicate; also known as synthetic fluorine mica; used as a bulking agent.|bulking agent, viscosity increasing agent - aqueous, bulking, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706409-SYNTHETIC_FLUORPHLOGOPITE/
3|66|Citronellol is a naturally ocurring scent ingredient derived from plants such as rose, geranium and lemongrass.|fragrance ingredient and masking|https://www.ewg.org/skindeep/ingredients/701389-CITRONELLOL/
2|67|A volatile oil obtained from Lavendula officinalis, a common medicinal plant; can act as an allergen.|fragrance ingredient and skin-conditioning agent - miscellaneous|https://www.ewg.org/skindeep/ingredients/703475-LAVANDULA_ANGUSTIFOLIA_LAVENDER_OIL/
2.0|68|Mineral Oil is a liquid mixture of hydrocarbons obtained from petroleum.|fragrance ingredient, hair conditioning agent, skin-conditioning agent - emollient;skin-conditioning agent - occlusive, skin protectant, solvent, antistatic, emollient, perfuming, and skin protecting|https://www.ewg.org/skindeep/ingredients/703977-MINERAL_OIL/
1|69|Avocado oil is extracted from the fruit of the avocado tree, Persea americana or Persea gratissima.|skin-conditioning agent - occlusive and skin conditioning|https://www.ewg.org/skindeep/ingredients/704777-PERSEA_GRATISSIMA_AVOCADO_OIL/
1|70|Sodium hyaluronate is the sodium salt of hyaluronic acid, a naturally occurring polysaccharide found in connective tissues such as cartilage. This ingredient is listed in the PETA's Caring Consumer guide as derived from animal sources.|skin-conditioning agent - miscellaneous, humectant, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706071-SODIUM_HYALURONATE/
1.5|71|Lecithin is a naturally ocurring lipid found in both plants and animals. According to the PETA's Caring Consumer guide, lecithin for com mercial purposes is most commonly obtain from eggs and soybeans.|skin-conditioning agent - miscellaneous, surfactant - emulsifying agent, antistatic, emollient, emulsifying, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703513-LECITHIN/
1.5|72|Green tea leaf extract is produced from the tea plant, Camelia sinensis.|antioxidant, fragrance ingredient, oral care agent, skin-conditioning agent -miscellaneous, ultraviolet light absorber, antimicrobial, astringent, emollient, humectant, masking, oral care, skin conditioning, skin protecting, tonic, and uv absorber|https://www.ewg.org/skindeep/ingredients/701026-CAMELLIA_SINENSIS_GREEN_TEA_LEAF_EXTRACT/
4.0|73|Titanium dioxide has a long history of use as a sunscreen agent. Nano TiO2 offers greater sun protection than larger titanium particles. Comparatively little is known regarding potential health effects of nanoparticles. They do not penetrate healthy skin, and thus appear to pose a low health risk in lotions. Inhalation of powders and sprays is a concern.||https://www.ewg.org/skindeep/ingredients/726566-TITANIUM_DIOXIDE_sunscreen_grade/
1|74|Disteardimonium hectorite is an ingredient based on naturally occurring clay mineral hectorite; this ingredient is used as a thickening agent.|suspending agent - nonsurfactant|https://www.ewg.org/skindeep/ingredients/702178-DISTEARDIMONIUM_HECTORITE/
3.5|75|Methylchloroisothiazolinone is a widely-used preservative; has been associated with allergic reactions.|preservative|https://www.ewg.org/skindeep/ingredients/703924-METHYLCHLOROISOTHIAZOLINONE/
1|76|Kaolin is a clay minteral composed of hydrated aluminum silicate.|abrasive, absorbent, anticaking agent, bulking agent, opacifying agent, skin protectant;slip modifier, anticaking, bulking, and opacifying|https://www.ewg.org/skindeep/ingredients/703305-KAOLIN/
2.5|77|FD&C Yellow 5 is a synthetic dye produced from petroleum; this dye is FDA-approved for use in food, pharmaceuticals and cosmetics.|colorant|https://www.ewg.org/skindeep/ingredients/702442-FDC_YELLOW_5/
2.0|78|Polysorbate 20 (Tween 20) is a surfactant and emulsifier used in cleaners and personal care products.|fragrance ingredient, surfactant - emulsifying agent, and surfactant - solubilizing agent|https://www.ewg.org/skindeep/ingredients/705137-POLYSORBATE20/
1|79|Rosemary leaf extract is produced from the leaves of the Rosmarinus officinalis plant.|antimicrobial agent, antioxidant, fragrance ingredient, skin-conditioning agent -miscellaneous, skin-conditioning agent - occlusive, and perfuming|https://www.ewg.org/skindeep/ingredients/705656-ROSMARINUS_OFFICINALIS_ROSEMARY_LEAF_EXTRACT/
1|80|Isododecane is a branched chain aliphatic hydrocarbon with 12 carbons; used as a solvent.|fragrance ingredient, solvent, emollient, and perfuming|https://www.ewg.org/skindeep/ingredients/703179-ISODODECANE/
2.0|81|Sodium Laureth Sulfate is and ingredient derived from ethoxylated lauryl alcohol and used as a surfactant; may be contaminated with potentially toxic manufacturing impurities such as 1,4-dioxane.|surfactant - cleansing agent, surfactant - emulsifying agent, and cleansing|https://www.ewg.org/skindeep/ingredients/706089-SODIUM_LAURETH_SULFATE/
1|82|Stearyl alcohol is a compound produced from stearic acid, a naturally occurring fatty acid. |emulsion stabilizer, fragrance ingredient, surfactant - emulsifying agent, surfactant - foambooster, viscosity increasing agent - aqueous, viscosity increasing agent - nonaqueous, emollient, emulsifying, emulsion stabilising, foam boosting, masking, opacifying, refatting, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706325-STEARYL_ALCOHOL/
3|83|Hexyl cinnamal is a naturally occurring and synthetic scent ingredient; it is associated with allergic reactions.|fragrance ingredient and masking|https://www.ewg.org/skindeep/ingredients/702841-HEXYL_CINNAMAL/
5|84|This common sunscreen ingredient is shown to have hormone-mimicking effects on laboratory animals. This chemical is found in humans, including mothers' milk samples.|uv absorber and uv filter|https://www.ewg.org/skindeep/ingredients/704203-OCTINOXATE/
1|85|Trimethylsiloxysilicate is a silicon-based polymer.|antifoaming agent, skin-conditioning agent - occlusive, antifoaming, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/706697-TRIMETHYLSILOXYSILICATE/
1|86|Microcrystalline wax is a hydrocarbon wax derived from petroleum.|binder, bulking agent, emulsion stabilizer, viscosity increasing agent - nonaqueous, binding, emulsion stabilising, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/703957-MICROCRYSTALLINE_WAX_CERA_MICROCRISTALLINA/
1|87|Ozokerite is a hydrocarbon wax derived from mineral sources or from petroleum.|binder, emulsion stabilizer, viscosity increasing agent - nonaqueous, binding, emulsion stabilising, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/704381-OZOKERITE/
1|88|Butyl acetate is a naturally occurring and synthetically produced solvent.|fragrance ingredient, solvent, and masking|https://www.ewg.org/skindeep/ingredients/700847-BUTYL_ACETATE/
3.5|89|Triethanolamine is a strongly alkaline substance used as surfactant and pH adjusting chemical.|fragrance ingredient, ph adjuster, surfactant - emulsifying agent, buffering, emulsifying, masking, and surfactant|https://www.ewg.org/skindeep/ingredients/706639-TRIETHANOLAMINE/
1|90|Ethyl acetate is a widely used synthetic solvent.|fragrance ingredient, solvent, and perfuming|https://www.ewg.org/skindeep/ingredients/702293-ETHYL_ACETATE/
1|91|Propylene carbonate is a synthetic solvent.|solvent, viscosity decreasing agent, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/705314-PROPYLENE_CARBONATE/
2.5|92|Ferric ferrocyanide is an iron-based inorganic colorant also known as Prussian blue; one of the first synthetic pigments.|colorant and cosmetic colorant|https://www.ewg.org/skindeep/ingredients/702454-FERRIC_FERROCYANIDE/
7.5|93|Retinyl palmitate is an ingredient composed of palmitic acid and retinol (Vitamin A). Data from an FDA study indicate that retinyl palmitate, when applied to the skin in the presence of sunlight, may speed the development of skin tumors and lesions. FDA, Norwegian and German health agencies have raised a concern that daily skin application of vitamin A creams may contribute to excessive vitamin A intake for pregnant women and other populations.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/705545-RETINYL_PALMITATE_VITAMIN_A_PALMITATE/
1|94|Almond oil is extracted from the seed kernels of the sweet almond plant, Prunus Amygdalus Dulcis.|fragrance ingredient and skin-conditioning agent - occlusive|https://www.ewg.org/skindeep/ingredients/707096-PRUNUS_AMYGDALUS_DULCIS_SWEET_ALMOND_OIL/
1|95|Nitrocellulose is a highly flammable ingredient obtained by treating cellulose with nitric acid; used as a film-forming agent in cosmetics and personal care products.|film former, suspending agent - nonsurfactant, and film forming|https://www.ewg.org/skindeep/ingredients/704142-NITROCELLULOSE/
2.0|96|Aloe vera leaf extract is produced from the succulent leaves of the aloe plant, Aloe barbadensis|external analgesic, humectant, oral care agent, and skin-conditioning agent - emollient;skin-conditioning agent - miscellaneous|https://www.ewg.org/skindeep/ingredients/700273-ALOE_BARBADENSIS_ALOE_VERA_LEAF_EXTRACT/
2.5|97|FD&C Blue 1 is a synthetic dye produced from petroleum; this dye is FDA-approved for use in food, pharmaceuticals and cosmetics.|colorant and hair dyeing|https://www.ewg.org/skindeep/ingredients/702408-FDC_BLUE_1/
2|98|Calcium aluminum borosilicate is a glass-type material used as a bulking agent.|bulking agent and bulking|https://www.ewg.org/skindeep/ingredients/700955-CALCIUM_ALUMINUM_BOROSILICATE/
2.0|99|Octisalate is a sunscreen ingredient with a generally good safety profile. It can stabilize avobenzone and result in longer-lasting sun protection.|fragrance ingredient, sunscreen agent, ultraviolet light absorber, uv absorber, and uv filter|https://www.ewg.org/skindeep/ingredients/704204-OCTISALATE/
1.5|100|This common sunscreen ingredient offers protection from UVA rays. Sunlight can cause this ingredient to break down and lose its effectiveness for skin protection. Photodegredation is delayed by mixing avobenzone with stabilizing chemicals.|sunscreen agent, ultraviolet light absorber, uv absorber, and uv filter|https://www.ewg.org/skindeep/ingredients/700596-AVOBENZONE/
2|101|Alumina is the name used for inorganic compound aluminium oxide.|abrasive, anticaking agent, bulking agent, opacifying agent, absorbent, anticaking, bulking, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/700309-ALUMINA/
2|102|Extract of the camomile (Chamomilla Recutita) flowers.|fragrance ingredient, skin-conditioning agent - miscellaneous, skin-conditioning agent -occlusive, and perfuming|https://www.ewg.org/skindeep/ingredients/701294-CHAMOMILLA_RECUTITA_MATRICARIA_FLOWER_EXTRACT/
2.5|103|Ferric Ammonium Ferrocyanide is an iron-based inorganic salt used as a colorant.|colorant|https://www.ewg.org/skindeep/ingredients/702453-FERRIC_AMMONIUM_FERROCYANIDE/
1|104|Polybutene is a polymer used as a plasticizer and viscosity agent.|binder, epilating agent, and viscosity increasing agent - nonaqueous|https://www.ewg.org/skindeep/ingredients/722382-POLYBUTENE/
